00601,18.180555,-66.749961
00602,18.361945,-67.175597
00603,18.455183,-67.119887
00606,18.158345,-66.932911
00610,18.295366,-67.125135
00612,18.402253,-66.711397
00616,18.420412,-66.671979
00617,18.445147,-66.559696
00622,17.991245,-67.153993
00623,18.083361,-67.153897
00624,18.064919,-66.716683
00627,18.4126,-66.863926
00631,18.190607,-66.832041
00637,18.076713,-66.947389
00638,18.295913,-66.515588
00641,18.263085,-66.712985
00646,18.43315,-66.285875
00647,17.963613,-66.947127
00650,18.349416,-66.578079
00652,18.448452,-66.594127
00653,17.985033,-66.886536
00656,18.053539,-66.792931
00659,18.407226,-66.808999
00660,18.134695,-67.116199
00662,18.46832,-67.015781
00664,18.21033,-66.591616
00667,18.003422,-67.03581
00669,18.277102,-66.869645
00670,18.240187,-66.988776
00674,18.422908,-66.489337
00676,18.377637,-67.079574
00677,18.332568,-67.227022
00678,18.434099,-66.927384
00680,18.182055,-67.132502
00682,18.221464,-67.156039
00683,18.1078,-67.037263
00685,18.332929,-66.959689
00687,18.319026,-66.420557
00688,18.382264,-66.626438
00690,18.49551,-67.098671
00692,18.410188,-66.336556
00693,18.423,-66.397232
00694,18.48237,-66.391079
00698,18.064848,-66.856319
00703,18.248401,-66.130662
00704,17.96577,-66.219555
00705,18.128961,-66.266683
00707,18.014055,-65.920751
00714,18.003025,-66.046237
00715,18.011233,-66.560065
00716,17.99204,-66.605856
00717,18.003222,-66.614037
00718,18.231988,-65.759623
00719,18.289927,-66.25344
00720,18.217946,-66.428076
00723,18.043498,-66.015479
00725,18.218819,-66.042375
00727,18.215308,-66.073565
00728,17.989853,-66.664116
00729,18.323585,-65.883206
00730,18.030831,-66.616838
00731,18.109947,-66.635622
00735,18.252604,-65.682494
00736,18.103624,-66.151667
00738,18.304458,-65.698711
00739,18.177233,-66.160645
00740,18.331178,-65.634104
00741,18.163855,-65.754042
00745,18.352216,-65.817387
00751,18.001317,-66.252183
00754,18.147107,-65.976167
00757,17.995441,-66.391334
00765,18.130096,-65.439369
00766,18.133196,-66.476916
00767,18.069489,-65.896161
00769,18.1038,-66.357586
00771,18.187148,-65.871189
00772,18.438969,-65.905174
00773,18.342888,-65.723109
00775,18.326599,-65.30772
00777,18.224133,-65.908542
00778,18.264076,-65.97851
00780,18.102834,-66.568105
00782,18.225708,-66.221633
00783,18.30391,-66.326179
00784,18.010714,-66.133615
00786,18.155424,-66.229907
00791,18.136782,-65.821476
00794,18.198955,-66.309833
00795,18.060494,-66.500624
00801,18.350449,-64.973886
00802,18.340862,-64.923479
00820,17.743072,-64.68657
00823,17.723541,-64.745932
00824,17.744557,-64.682933
00830,18.33856,-64.736533
00831,18.327294,-64.78672
00840,17.747872,-64.880695
00841,17.768133,-64.807852
